item_id,item_category_id,type_code,subtype_code
321,45,12,23
322,45,12,23
323,44,12,22
324,45,12,23
325,45,12,23
326,45,12,23
327,44,12,22
328,45,12,23
329,45,12,23
330,44,12,22
331,45,12,23
332,44,12,22
333,45,12,23
334,44,12,22
335,45,12,23
336,44,12,22
337,44,12,22
338,44,12,22
339,44,12,22
340,44,12,22
341,44,12,22
342,44,12,22
343,44,12,22
344,44,12,22
345,44,12,22
346,44,12,22
347,44,12,22
348,44,12,22
349,44,12,22
350,44,12,22
351,45,12,23
352,44,12,22
353,45,12,23
354,45,12,23
355,44,12,22
356,45,12,23
357,45,12,23
358,44,12,22
359,44,12,22
360,44,12,22
361,44,12,22
362,44,12,22
363,45,12,23
364,44,12,22
365,45,12,23
366,45,12,23
367,45,12,23
368,45,12,23
369,45,12,23
370,45,12,23
371,45,12,23
372,45,12,23
373,45,12,23
374,44,12,22
375,45,12,23
376,45,12,23
377,45,12,23
378,45,12,23
379,44,12,22
380,45,12,23
381,44,12,22
382,45,12,23
383,44,12,22
384,45,12,23
385,45,12,23
386,45,12,23
387,45,12,23
388,45,12,23
389,45,12,23
390,45,12,23
391,45,12,23
392,45,12,23
393,45,12,23
394,44,12,22
395,44,12,22
396,44,12,22
397,45,12,23
398,45,12,23
399,45,12,23
400,44,12,22
401,45,12,23
402,44,12,22
403,44,12,22
404,44,12,22
405,45,12,23
406,45,12,23
407,45,12,23
408,45,12,23
409,45,12,23
410,45,12,23
411,45,12,23
412,44,12,22
413,45,12,23
414,45,12,23
415,44,12,22
416,44,12,22
417,45,12,23
418,45,12,23
419,45,12,23
420,44,12,22
421,45,12,23
422,44,12,22
423,45,12,23
424,45,12,23
425,45,12,23
426,45,12,23
427,45,12,23
428,45,12,23
429,45,12,23
430,45,12,23
431,45,12,23
432,45,12,23
433,45,12,23
434,44,12,22
435,45,12,23
436,45,12,23
437,44,12,22
438,45,12,23
439,45,12,23
440,45,12,23
441,45,12,23
442,45,12,23
443,45,12,23
444,45,12,23
445,45,12,23
446,44,12,22
447,44,12,22
448,45,12,23
449,45,12,23
450,45,12,23
451,45,12,23
452,44,12,22
453,45,12,23
454,45,12,23
455,44,12,22
456,45,12,23
457,45,12,23
458,45,12,23
459,45,12,23
460,45,12,23
461,45,12,23
462,45,12,23
463,44,12,22
464,49,12,39
465,77,15,44
466,77,15,44
467,77,15,44
468,77,15,44
469,77,15,44
470,78,15,45
471,49,12,39
472,49,12,39
473,49,12,39
474,49,12,39
475,73,15,0
476,73,15,0
477,73,15,0
478,73,15,0
479,49,12,39
480,54,12,61
481,49,12,39
482,73,15,0
483,73,15,0
484,73,15,0
485,73,15,0
486,73,15,0
487,77,15,44
488,78,15,45
489,77,15,44
490,78,15,45
491,73,15,0
492,76,15,31
493,54,12,61
494,49,12,39
495,76,15,31
496,73,15,0
497,54,12,61
498,49,12,39
499,30,8,55
500,30,8,55
501,31,8,61
502,31,8,61
503,31,8,61
504,31,8,61
505,31,8,61
506,31,8,61
507,31,8,61
508,31,8,61
509,31,8,61
510,30,8,55
511,31,8,61
512,31,8,61
513,31,8,61
514,31,8,61
515,31,8,61
516,31,8,61
517,31,8,61
518,31,8,61
519,31,8,61
520,31,8,61
521,31,8,61
522,31,8,61
523,78,15,45
524,78,15,45
525,78,15,45
526,78,15,45
527,77,15,44
528,78,15,45
529,77,15,44
530,77,15,44
531,77,15,44
532,77,15,44
533,77,15,44
534,77,15,44
535,73,15,0
536,76,15,31
537,78,15,45
538,78,15,45
539,78,15,45
540,78,15,45
541,77,15,44
542,77,15,44
543,77,15,44
544,77,15,44
545,77,15,44
546,77,15,44
547,77,15,44
548,77,15,44
549,77,15,44
550,77,15,44
551,77,15,44
552,77,15,44
553,77,15,44
554,77,15,44
555,77,15,44
556,77,15,44
557,77,15,44
558,77,15,44
559,77,15,44
560,77,15,44
561,77,15,44
562,77,15,44
563,78,15,45
564,78,15,45
565,77,15,44
566,77,15,44
567,78,15,45
568,78,15,45
569,78,15,45
570,77,15,44
571,77,15,44
572,78,15,45
573,77,15,44
574,78,15,45
575,78,15,45
576,78,15,45
577,78,15,45
578,78,15,45
579,78,15,45
580,77,15,44
581,78,15,45
582,77,15,44
583,78,15,45
584,77,15,44
585,78,15,45
586,77,15,44
587,78,15,45
588,77,15,44
589,78,15,45
590,77,15,44
591,77,15,44
592,78,15,45
593,77,15,44
594,77,15,44
595,77,15,44
596,77,15,44
597,77,15,44
598,78,15,45
599,77,15,44
600,78,15,45
601,77,15,44
602,78,15,45
603,77,15,44
604,77,15,44
605,77,15,44
606,77,15,44
607,77,15,44
608,77,15,44
609,77,15,44
610,77,15,44
611,78,15,45
612,78,15,45
613,77,15,44
614,77,15,44
615,77,15,44
616,78,15,45
617,77,15,44
618,78,15,45
619,78,15,45
620,78,15,45
621,77,15,44
622,78,15,45
623,78,15,45
624,78,15,45
625,77,15,44
626,77,15,44
627,78,15,45
628,77,15,44
629,78,15,45
630,78,15,45
631,77,15,44
632,78,15,45
633,78,15,45
634,77,15,44
635,77,15,44
636,77,15,44
637,77,15,44
638,77,15,44
639,77,15,44
640,77,15,44
641,78,15,45
642,77,15,44
643,78,15,45
644,78,15,45
645,77,15,44
646,77,15,44
647,77,15,44
648,77,15,44
649,78,15,45
650,78,15,45
651,77,15,44
652,78,15,45
653,78,15,45
654,77,15,44
655,78,15,45
656,78,15,45
657,77,15,44
658,78,15,45
659,77,15,44
660,77,15,44
661,78,15,45
662,77,15,44
663,78,15,45
664,78,15,45
665,77,15,44
666,78,15,45
667,78,15,45
668,77,15,44
669,78,15,45
670,78,15,45
671,78,15,45
672,78,15,45
673,78,15,45
674,77,15,44
675,78,15,45
676,78,15,45
677,77,15,44
678,78,15,45
679,78,15,45
680,78,15,45
681,78,15,45
682,78,15,45
683,77,15,44
684,78,15,45
685,77,15,44
686,73,15,0
687,73,15,0
688,78,15,45
689,78,15,45
690,77,15,44
691,78,15,45
692,78,15,45
693,78,15,45
694,78,15,45
695,77,15,44
696,77,15,44
697,77,15,44
698,78,15,45
699,77,15,44
700,77,15,44
701,77,15,44
702,77,15,44
703,77,15,44
704,78,15,45
705,77,15,44
706,77,15,44
707,78,15,45
708,77,15,44
709,78,15,45
710,77,15,44
711,78,15,45
712,77,15,44
713,78,15,45
714,78,15,45
715,77,15,44
716,77,15,44
717,77,15,44
718,78,15,45
719,77,15,44
720,77,15,44
721,78,15,45
722,78,15,45
723,78,15,45
724,78,15,45
725,78,15,45
726,78,15,45
727,78,15,45
728,78,15,45
729,77,15,44
730,77,15,44
731,78,15,45
732,77,15,44
733,78,15,45
734,77,15,44
735,78,15,45
736,77,15,44
737,77,15,44
738,77,15,44
739,77,15,44
740,77,15,44
741,77,15,44
742,78,15,45
743,78,15,45
744,77,15,44
745,78,15,45
746,77,15,44
747,77,15,44
748,78,15,45
749,77,15,44
750,77,15,44
751,78,15,45
752,78,15,45
753,78,15,45
754,78,15,45
755,78,15,45
756,78,15,45
757,78,15,45
758,77,15,44
759,77,15,44
760,78,15,45
761,77,15,44
762,77,15,44
763,78,15,45
764,78,15,45
765,78,15,45
766,78,15,45
767,78,15,45
768,78,15,45
769,78,15,45
770,78,15,45
771,77,15,44
772,78,15,45
773,78,15,45
774,78,15,45
775,78,15,45
776,78,15,45
777,77,15,44
778,78,15,45
779,78,15,45
780,78,15,45
781,78,15,45
782,78,15,45
783,77,15,44
784,49,12,39
785,49,12,39
786,49,12,39
787,49,12,39
788,49,12,39
789,73,15,0
790,49,12,39
791,73,15,0
792,73,15,0
793,73,15,0
794,73,15,0
795,73,15,0
796,73,15,0
797,54,12,61
798,54,12,61
799,54,12,61
800,54,12,61
801,54,12,61
802,49,12,39
803,54,12,61
804,49,12,39
805,54,12,61
806,49,12,39
807,77,15,44
808,77,15,44
809,78,15,45
810,77,15,44
811,77,15,44
812,77,15,44
813,77,15,44
814,77,15,44
815,78,15,45
816,77,15,44
817,77,15,44
818,77,15,44
819,77,15,44
820,77,15,44
821,78,15,45
822,77,15,44
823,77,15,44
824,77,15,44
825,77,15,44
826,77,15,44
827,78,15,45
828,77,15,44
829,73,15,0
830,75,15,30
831,73,15,0
832,49,12,39
833,54,12,61
834,49,12,39
835,73,15,0
836,73,15,0
837,73,15,0
838,54,12,61
839,73,15,0
840,77,15,44
841,78,15,45
842,76,15,31
843,78,15,45
844,78,15,45
845,78,15,45
846,78,15,45
847,78,15,45
848,78,15,45
849,78,15,45
850,77,15,44
851,78,15,45
852,78,15,45
853,78,15,45
854,77,15,44
855,77,15,44
856,78,15,45
857,77,15,44
858,78,15,45
859,78,15,45
860,77,15,44
861,77,15,44
862,78,15,45
863,78,15,45
864,78,15,45
865,78,15,45
866,77,15,44
867,78,15,45
868,78,15,45
869,78,15,45
870,77,15,44
871,78,15,45
872,77,15,44
873,77,15,44
874,78,15,45
875,77,15,44
876,78,15,45
877,78,15,45
878,77,15,44
879,78,15,45
880,78,15,45
881,77,15,44
882,78,15,45
883,77,15,44
884,77,15,44
885,78,15,45
886,77,15,44
887,77,15,44
888,77,15,44
889,78,15,45
890,78,15,45
891,78,15,45
892,77,15,44
893,77,15,44
894,78,15,45
895,77,15,44
896,78,15,45
897,78,15,45
898,77,15,44
899,78,15,45
900,78,15,45
901,77,15,44
902,77,15,44
903,78,15,45
904,78,15,45
905,77,15,44
906,78,15,45
907,78,15,45
908,78,15,45
909,78,15,45
910,78,15,45
911,78,15,45
912,78,15,45
913,78,15,45
914,78,15,45
915,78,15,45
916,78,15,45
917,78,15,45
918,78,15,45
919,77,15,44
920,77,15,44
921,78,15,45
922,77,15,44
923,77,15,44
924,78,15,45
925,78,15,45
926,76,15,31
927,76,15,31
928,78,15,45
929,77,15,44
930,77,15,44
931,78,15,45
932,78,15,45
933,40,11,4
934,40,11,4
935,37,11,1
936,40,11,4
937,40,11,4
938,40,11,4
939,40,11,4
940,40,11,4
941,40,11,4
942,77,15,44
943,31,8,61
944,37,11,1
945,40,11,4
946,40,11,4
947,40,11,4
948,19,5,10
949,23,5,16
950,19,5,10
951,23,5,16
952,37,11,1
953,40,11,4
954,40,11,4
955,37,11,1
956,37,11,1
957,40,11,4
958,37,11,1
959,40,11,4
960,40,11,4
961,37,11,1
962,40,11,4
963,30,8,55
964,37,11,1
965,37,11,1
966,40,11,4
967,40,11,4
968,40,11,4
969,37,11,1
970,55,13,2
971,55,13,2
972,55,13,2
973,58,13,27
974,56,13,3
975,55,13,2
976,58,13,27
977,40,11,4
978,37,11,1
979,37,11,1
980,41,11,35
981,38,11,1
982,37,11,1
983,40,11,4
984,40,11,4
985,40,11,4
986,40,11,4
987,40,11,4
988,37,11,1
989,67,14,52
990,67,14,52
991,67,14,52
992,67,14,52
993,67,14,52
994,67,14,52
995,67,14,52
996,67,14,52
997,67,14,52
998,67,14,52
999,67,14,52
1000,67,14,52
1001,67,14,52
1002,67,14,52
1003,67,14,52
1004,67,14,52
1005,67,14,52
1006,67,14,52
1007,67,14,52
1008,67,14,52
1009,67,14,52
1010,67,14,52
1011,67,14,52
1012,67,14,52
1013,67,14,52
1014,67,14,52
1015,67,14,52
1016,67,14,52
1017,67,14,52
1018,67,14,52
1019,67,14,52
1020,67,14,52
1021,67,14,52
1022,67,14,52
1023,67,14,52
1024,67,14,52
1025,67,14,52
1026,67,14,52
1027,67,14,52
1028,67,14,52
1029,67,14,52
1030,67,14,52
1031,67,14,52
1032,67,14,52
1033,67,14,52
1034,67,14,52
1035,67,14,52
1036,67,14,52
1037,75,15,30
1038,67,14,52
1039,67,14,52
1040,67,14,52
1041,67,14,52
1042,67,14,52
1043,67,14,52
1044,67,14,52
1045,38,11,1
1046,41,11,35
1047,67,14,52
1048,67,14,52
1049,67,14,52
1050,67,14,52
1051,67,14,52
1052,67,14,52
1053,67,14,52
1054,67,14,52
1055,67,14,52
1056,67,14,52
1057,67,14,52
1058,67,14,52
1059,67,14,52
1060,67,14,52
1061,67,14,52
1062,67,14,52
1063,67,14,52
1064,77,15,44
1065,77,15,44
1066,77,15,44
1067,77,15,44
1068,77,15,44
1069,55,13,2
1070,40,11,4
1071,37,11,1
1072,40,11,4
1073,40,11,4
1074,37,11,1
1075,40,11,4
1076,38,11,1
1077,37,11,1
1078,40,11,4
1079,67,14,52
1080,67,14,52
1081,67,14,52
1082,67,14,52
1083,67,14,52
1084,67,14,52
1085,67,14,52
1086,40,11,4
1087,55,13,2
1088,56,13,3
1089,43,12,21
1090,55,13,2
1091,55,13,2
1092,40,11,4
1093,40,11,4
1094,40,11,4
1095,37,11,1
1096,40,11,4
1097,40,11,4
1098,40,11,4
1099,40,11,4
1100,31,8,61
1101,57,13,8
1102,57,13,8
1103,57,13,8
1104,55,13,2
1105,55,13,2
1106,55,13,2
1107,40,11,4
1108,40,11,4
1109,40,11,4
1110,37,11,1
1111,40,11,4
1112,37,11,1
1113,40,11,4
1114,37,11,1
1115,40,11,4
1116,40,11,4
1117,31,8,61
1118,40,11,4
1119,55,13,2
1120,56,13,3
1121,55,13,2
1122,55,13,2
1123,59,13,40
1124,59,13,40
1125,57,13,8
1126,55,13,2
1127,59,13,40
1128,58,13,27
1129,56,13,3
1130,58,13,27
1131,55,13,2
1132,55,13,2
1133,58,13,27
1134,56,13,3
1135,59,13,40
1136,59,13,40
1137,55,13,2
1138,56,13,3
1139,55,13,2
1140,59,13,40
1141,55,13,2
1142,60,13,48
1143,55,13,2
1144,59,13,40
1145,58,13,27
1146,55,13,2
1147,58,13,27
1148,58,13,27
1149,76,15,31
1150,76,15,31
1151,75,15,30
1152,76,15,31
1153,75,15,30
1154,76,15,31
1155,75,15,30
1156,76,15,31
1157,76,15,31
1158,75,15,30
1159,74,15,7
1160,76,15,31
1161,75,15,30
1162,76,15,31
1163,76,15,31
1164,75,15,30
1165,75,15,30
1166,75,15,30
1167,75,15,30
1168,75,15,30
1169,76,15,31
1170,76,15,31
1171,76,15,31
1172,76,15,31
1173,76,15,31
1174,76,15,31
1175,76,15,31
1176,75,15,30
1177,76,15,31
1178,75,15,30
1179,76,15,31
1180,75,15,30
1181,76,15,31
1182,76,15,31
1183,76,15,31
1184,76,15,31
1185,75,15,30
1186,76,15,31
1187,75,15,30
1188,76,15,31
1189,76,15,31
1190,75,15,30
1191,76,15,31
1192,49,12,39
1193,49,12,39
1194,55,13,2
1195,55,13,2
1196,55,13,2
1197,55,13,2
1198,55,13,2
1199,55,13,2
1200,58,13,27
1201,55,13,2
1202,58,13,27
1203,56,13,3
1204,55,13,2
1205,58,13,27
1206,56,13,3
1207,58,13,27
1208,58,13,27
1209,58,13,27
1210,58,13,27
1211,58,13,27
1212,56,13,3
1213,56,13,3
1214,58,13,27
1215,58,13,27
1216,55,13,2
1217,55,13,2
1218,59,13,40
1219,59,13,40
1220,58,13,27
1221,58,13,27
1222,55,13,2
1223,59,13,40
1224,55,13,2
1225,59,13,40
1226,59,13,40
1227,59,13,40
1228,58,13,27
1229,58,13,27
1230,58,13,27
1231,58,13,27
1232,58,13,27
1233,56,13,3
1234,56,13,3
1235,55,13,2
1236,55,13,2
1237,58,13,27
1238,58,13,27
1239,55,13,2
1240,58,13,27
1241,55,13,2
1242,23,5,16
1243,30,8,55
1244,55,13,2
1245,41,11,35
1246,55,13,2
1247,55,13,2
1248,58,13,27
1249,55,13,2
1250,58,13,27
1251,56,13,3
1252,55,13,2
1253,58,13,27
1254,56,13,3
1255,59,13,40
1256,55,13,2
1257,55,13,2
1258,55,13,2
1259,55,13,2
1260,58,13,27
1261,55,13,2
1262,58,13,27
1263,55,13,2
1264,55,13,2
1265,56,13,3
1266,55,13,2
1267,56,13,3
1268,55,13,2
1269,55,13,2
1270,55,13,2
1271,55,13,2
1272,40,11,4
1273,37,11,1
1274,40,11,4
1275,55,13,2
1276,55,13,2
1277,55,13,2
1278,55,13,2
1279,55,13,2
1280,55,13,2
1281,59,13,40
1282,55,13,2
1283,55,13,2
1284,40,11,4
1285,40,11,4
1286,37,11,1
1287,40,11,4
1288,40,11,4
1289,40,11,4
1290,55,13,2
1291,55,13,2
1292,58,13,27
1293,55,13,2
1294,58,13,27
1295,58,13,27
1296,58,13,27
1297,58,13,27
1298,58,13,27
1299,58,13,27
1300,55,13,2
1301,55,13,2
1302,55,13,2
1303,55,13,2
1304,55,13,2
1305,55,13,2
1306,55,13,2
1307,55,13,2
1308,59,13,40
1309,55,13,2
1310,55,13,2
1311,55,13,2
1312,55,13,2
1313,55,13,2
1314,59,13,40
1315,55,13,2
1316,59,13,40
1317,55,13,2
1318,55,13,2
1319,55,13,2
1320,55,13,2
1321,55,13,2
1322,55,13,2
1323,60,13,48
1324,55,13,2
1325,55,13,2
1326,55,13,2
1327,58,13,27
1328,58,13,27
1329,55,13,2
1330,60,13,48
1331,55,13,2
1332,55,13,2
1333,58,13,27
1334,58,13,27
1335,56,13,3
1336,56,13,3
1337,55,13,2
1338,55,13,2
1339,55,13,2
1340,55,13,2
1341,55,13,2
1342,55,13,2
1343,55,13,2
1344,55,13,2
1345,75,15,30
1346,75,15,30
1347,21,5,13
1348,21,5,13
1349,75,15,30
1350,76,15,31
1351,76,15,31
1352,76,15,31
1353,76,15,31
1354,76,15,31
1355,76,15,31
1356,75,15,30
1357,75,15,30
1358,23,5,16
1359,19,5,10
1360,31,8,61
1361,75,15,30
1362,30,8,55
1363,30,8,55
1364,30,8,55
1365,31,8,61
1366,31,8,61
1367,31,8,61
1368,31,8,61
1369,31,8,61
1370,30,8,55
1371,23,5,16
1372,19,5,10
1373,31,8,61
1374,31,8,61
1375,30,8,55
1376,31,8,61
1377,23,5,16
1378,28,8,32
1379,31,8,61
1380,31,8,61
1381,30,8,55
1382,21,5,13
1383,31,8,61
1384,30,8,55
1385,31,8,61
1386,20,5,11
1387,28,8,32
1388,19,5,10
1389,20,5,11
1390,23,5,16
1391,24,5,17
1392,31,8,61
1393,31,8,61
1394,31,8,61
1395,30,8,55
1396,31,8,61
1397,19,5,10
1398,30,8,55
1399,31,8,61
1400,31,8,61
1401,31,8,61
1402,29,8,36
1403,19,5,10
1404,23,5,16
1405,31,8,61
1406,28,8,32
1407,19,5,10
1408,23,5,16
1409,19,5,10
1410,23,5,16
1411,70,14,57
1412,23,5,16
1413,19,5,10
1414,22,5,14
1415,20,5,11
1416,23,5,16
1417,19,5,10
1418,30,8,55
1419,30,8,55
1420,30,8,55
1421,30,8,55
1422,30,8,55
1423,30,8,55
1424,31,8,61
1425,31,8,61
1426,31,8,61
1427,31,8,61
1428,31,8,61
1429,31,8,61
1430,28,8,32
1431,31,8,61
1432,31,8,61
1433,31,8,61
1434,31,8,61
1435,31,8,61
1436,31,8,61
1437,28,8,32
1438,30,8,55
1439,32,10,34
1440,32,10,34
1441,32,10,34
1442,62,14,28
1443,62,14,28
1444,57,13,8
1445,19,5,10
1446,23,5,16
1447,30,8,55
1448,28,8,32
1449,30,8,55
1450,28,8,32
1451,19,5,10
1452,23,5,16
1453,19,5,10
1454,23,5,16
1455,22,5,14
1456,23,5,16
1457,19,5,10
1458,23,5,16
1459,19,5,10
1460,23,5,16
1461,19,5,10
1462,23,5,16
1463,22,5,14
1464,23,5,16
1465,19,5,10
1466,23,5,16
1467,19,5,10
1468,23,5,16
1469,19,5,10
1470,30,8,55
1471,19,5,10
1472,23,5,16
1473,19,5,10
1474,31,8,61
1475,28,8,32
1476,28,8,32
1477,19,5,10
1478,23,5,16
1479,28,8,32
1480,30,8,55
1481,22,5,14
1482,30,8,55
1483,23,5,16
1484,19,5,10
1485,19,5,10
1486,23,5,16
1487,31,8,61
1488,31,8,61
1489,31,8,61
1490,31,8,61
1491,31,8,61
1492,31,8,61
1493,31,8,61
1494,31,8,61
1495,30,8,55
1496,20,5,11
1497,23,5,16
1498,29,8,36
1499,19,5,10
1500,23,5,16
1501,20,5,11
1502,29,8,36
1503,19,5,10
1504,23,5,16
1505,31,8,61
1506,31,8,61
1507,29,8,36
1508,19,5,10
1509,23,5,16
1510,31,8,61
1511,28,8,32
1512,19,5,10
1513,23,5,16
1514,20,5,11
1515,24,5,17
1516,30,8,55
1517,30,8,55
1518,31,8,61
1519,31,8,61
1520,23,5,16
1521,19,5,10
1522,19,5,10
1523,21,5,13
1524,29,8,36
1525,30,8,55
1526,28,8,32
1527,19,5,10
1528,30,8,55
1529,19,5,10
1530,30,8,55
1531,28,8,32
1532,29,8,36
1533,28,8,32
1534,28,8,32
1535,23,5,16
1536,19,5,10
1537,23,5,16
1538,19,5,10
1539,30,8,55
1540,20,5,11
1541,29,8,36
1542,20,5,11
1543,24,5,17
1544,29,8,36
1545,20,5,11
1546,24,5,17
1547,25,5,18
1548,29,8,36
1549,20,5,11
1550,24,5,17
1551,31,8,61
1552,31,8,61
1553,31,8,61
1554,31,8,61
1555,28,8,32
1556,20,5,11
1557,24,5,17
1558,31,8,61
1559,31,8,61
1560,23,5,16
1561,31,8,61
1562,31,8,61
1563,30,8,55
1564,19,5,10
1565,23,5,16
1566,31,8,61
1567,31,8,61
1568,28,8,32
1569,19,5,10
1570,23,5,16
1571,23,5,16
1572,19,5,10
1573,31,8,61
1574,31,8,61
1575,31,8,61
1576,31,8,61
1577,29,8,36
1578,20,5,11
1579,24,5,17
1580,28,8,32
1581,20,5,11
1582,24,5,17
1583,20,5,11
1584,24,5,17
1585,29,8,36
1586,20,5,11
1587,24,5,17
1588,31,8,61
1589,31,8,61
1590,29,8,36
1591,19,5,10
1592,23,5,16
1593,29,8,36
1594,23,5,16
1595,19,5,10
1596,23,5,16
1597,30,8,55
1598,19,5,10
1599,31,8,61
1600,62,14,28
1601,62,14,28
1602,62,14,28
1603,19,5,10
1604,23,5,16
1605,75,15,30
1606,75,15,30
1607,75,15,30
1608,58,13,27
1609,58,13,27
1610,55,13,2
1611,55,13,2
1612,59,13,40
1613,59,13,40
1614,55,13,2
1615,56,13,3
1616,59,13,40
1617,58,13,27
1618,58,13,27
1619,58,13,27
1620,55,13,2
1621,55,13,2
1622,58,13,27
1623,58,13,27
1624,55,13,2
1625,58,13,27
1626,55,13,2
1627,55,13,2
1628,59,13,40
1629,60,13,48
1630,56,13,3
1631,56,13,3
1632,56,13,3
1633,56,13,3
1634,56,13,3
1635,56,13,3
1636,56,13,3
1637,56,13,3
1638,56,13,3
1639,56,13,3
1640,56,13,3
1641,56,13,3
1642,60,13,48
1643,56,13,3
1644,56,13,3
1645,56,13,3
1646,56,13,3
1647,56,13,3
1648,56,13,3
1649,56,13,3
1650,56,13,3
1651,56,13,3
1652,60,13,48
1653,60,13,48
1654,56,13,3
1655,56,13,3
1656,56,13,3
1657,55,13,2
1658,55,13,2
1659,56,13,3
1660,55,13,2
1661,55,13,2
